área (m²),quartos,vagas de garagem,tipo de imóvel,custo (R$/m²),valor da região
100.0,3,0,Casa,22.85,Barata
60.0,1,0,Apartamento,40.78,Média
24.0,1,0,Studio e kitnet,99.08,Média
32.0,1,0,Studio e kitnet,113.44,Média
42.0,1,0,Apartamento,93.31,Barata
29.0,1,0,Studio e kitnet,50.69,Média
46.0,2,1,Apartamento,44.67,Barata
50.0,1,0,Casa em condomínio,37.3,Barata
68.0,1,0,Apartamento,38.94,Média
55.0,2,1,Apartamento,62.36,Média
35.0,1,0,Studio e kitnet,43.77,Barata
35.0,2,1,Apartamento,54.26,Barata
80.0,1,0,Apartamento,49.89,Cara
42.0,2,0,Apartamento,37.71,Barata
38.0,1,0,Casa,33.58,Muito barata
55.0,2,1,Apartamento,33.98,Barata
60.0,1,0,Casa,40.67,Média
53.0,2,0,Apartamento,46.3,Barata
40.0,1,0,Apartamento,45.3,Barata
40.0,1,0,Apartamento,45.3,Barata
63.0,3,1,Apartamento,33.25,Muito barata
40.0,2,1,Apartamento,45.85,Barata
39.0,2,1,Apartamento,44.23,Barata
46.0,1,1,Apartamento,113.8,Média
55.0,1,1,Apartamento,57.18,Média
50.0,2,1,Apartamento,48.14,Barata
38.0,2,0,Apartamento,90.39,Média
68.0,2,0,Apartamento,37.24,Média
35.0,1,1,Casa,47.74,Barata
51.0,2,1,Apartamento,68.57,Média
51.0,1,0,Apartamento,31.67,Barata
38.0,2,1,Apartamento,90.39,Média
80.0,2,1,Apartamento,52.44,Média
30.0,1,0,Casa,40.43,Barata
50.0,2,0,Apartamento,36.88,Barata
42.0,1,0,Casa em condomínio,56.5,Barata
85.0,3,2,Casa em condomínio,39.85,Barata
40.0,1,0,Apartamento,34.75,Muito barata
40.0,2,0,Apartamento,43.05,Barata
41.0,2,1,Apartamento,79.17,Média
44.0,2,1,Apartamento,45.89,Barata
67.0,2,2,Apartamento,56.06,Barata
50.0,2,0,Apartamento,40.98,Barata
49.0,2,1,Apartamento,53.55,Barata
25.0,1,0,Studio e kitnet,76.52,Média
80.0,2,2,Casa,33.67,Muito barata
72.0,3,1,Apartamento,33.68,Barata
75.0,3,1,Apartamento,44.27,Barata
69.0,3,1,Apartamento,26.72,Muito barata
40.0,2,1,Apartamento,62.52,Barata
62.0,1,0,Apartamento,50.26,Média
36.0,2,1,Apartamento,62.31,Barata
35.0,1,0,Studio e kitnet,53.4,Média
40.0,2,0,Apartamento,45.2,Barata
37.0,1,0,Studio e kitnet,34.41,Muito barata
50.0,2,1,Apartamento,40.18,Barata
70.0,3,1,Casa,40.79,Barata
35.0,1,1,Casa,41.09,Barata
36.0,1,0,Studio e kitnet,52.83,Média
55.0,2,0,Casa,23.69,Muito barata
67.0,3,1,Apartamento,61.91,Barata
47.0,1,1,Apartamento,109.89,Média
80.0,2,1,Casa,23.52,Barata
61.0,3,1,Apartamento,45.7,Barata
40.0,2,0,Apartamento,70.85,Barata
62.0,2,1,Apartamento,60.48,Barata
55.0,2,1,Apartamento,56.33,Barata
58.0,2,0,Apartamento,55.05,Média
45.0,1,1,Apartamento,54.82,Barata
42.0,1,1,Apartamento,79.76,Média
50.0,2,1,Apartamento,47.06,Barata
70.0,3,1,Apartamento,47.37,Média
35.0,1,0,Studio e kitnet,36.8,Barata
50.0,2,1,Casa,28.54,Muito barata
49.0,2,1,Apartamento,48.18,Barata
51.0,1,0,Apartamento,36.18,Média
70.0,2,1,Apartamento,71.41,Barata
54.0,2,1,Apartamento,42.44,Barata
63.0,2,1,Apartamento,68.7,Média
60.0,1,2,Apartamento,89.68,Média
47.0,2,1,Apartamento,44.87,Barata
30.0,1,0,Studio e kitnet,56.93,Barata
41.0,1,1,Apartamento,72.8,Barata
42.0,1,1,Apartamento,70.5,Média
40.0,1,0,Studio e kitnet,30.28,Muito barata
29.0,1,0,Studio e kitnet,96.0,Média
30.0,1,0,Casa,59.7,Barata
43.0,1,1,Apartamento,66.4,Média
50.0,1,1,Casa,39.2,Barata
37.0,2,0,Apartamento,46.59,Barata
40.0,2,0,Apartamento,48.85,Barata
35.0,1,0,Casa,36.06,Muito barata
42.0,1,1,Apartamento,60.1,Barata
41.0,2,0,Apartamento,42.46,Barata
56.0,2,1,Apartamento,55.89,Barata
50.0,2,1,Apartamento,44.38,Barata
62.0,1,1,Apartamento,61.84,Média
40.0,2,1,Casa,35.98,Barata
65.0,2,1,Apartamento,49.78,Barata
58.0,2,1,Apartamento,53.17,Barata
54.0,2,1,Casa,26.06,Barata
53.0,2,1,Apartamento,48.47,Barata
46.0,2,1,Apartamento,31.26,Barata
28.0,1,0,Studio e kitnet,97.04,Barata
40.0,1,0,Apartamento,78.8,Cara
42.0,1,1,Apartamento,72.69,Barata
35.0,1,0,Apartamento,69.03,Barata
50.0,2,1,Apartamento,62.96,Barata
55.0,2,1,Casa,41.69,Barata
80.0,3,1,Casa,40.09,Média
38.0,1,0,Apartamento,72.37,Cara
36.0,2,1,Apartamento,59.28,Barata
50.0,2,0,Apartamento,44.44,Barata
43.0,1,0,Apartamento,42.33,Média
18.0,1,0,Studio e kitnet,67.0,Média
77.0,3,2,Apartamento,59.16,Barata
72.0,2,1,Apartamento,49.47,Média
80.0,3,2,Apartamento,34.51,Barata
72.0,3,0,Apartamento,36.5,Barata
53.0,2,1,Apartamento,47.83,Barata
50.0,2,1,Apartamento,30.74,Muito barata
63.0,2,1,Apartamento,44.56,Barata
76.0,2,1,Apartamento,40.66,Barata
40.0,1,1,Apartamento,88.1,Média
57.0,2,1,Apartamento,72.54,Barata
43.0,1,0,Apartamento,99.05,Média
75.0,1,2,Apartamento,56.25,Barata
25.0,1,0,Studio e kitnet,101.36,Média
42.0,1,1,Apartamento,96.93,Média
53.0,2,1,Apartamento,31.04,Muito barata
71.0,2,1,Apartamento,48.41,Média
46.0,2,0,Apartamento,82.28,Barata
53.0,2,1,Apartamento,37.85,Muito barata
30.0,1,0,Studio e kitnet,55.47,Cara
60.0,2,1,Apartamento,42.58,Média
55.0,2,0,Apartamento,69.87,Barata
68.0,2,1,Apartamento,63.99,Cara
60.0,1,0,Apartamento,41.9,Barata
63.0,2,1,Apartamento,36.86,Barata
50.0,2,1,Apartamento,58.46,Barata
33.0,1,0,Casa,39.21,Muito barata
40.0,2,0,Apartamento,48.95,Barata
22.0,1,1,Studio e kitnet,130.68,Barata
50.0,2,1,Apartamento,61.2,Média
50.0,2,1,Apartamento,41.2,Média
37.0,1,0,Apartamento,51.3,Barata
57.0,1,1,Apartamento,91.19,Média
50.0,1,1,Apartamento,48.16,Barata
38.0,1,1,Apartamento,99.37,Barata
20.0,1,0,Studio e kitnet,112.85,Barata
50.0,2,0,Apartamento,124.64,Média
55.0,2,1,Apartamento,48.85,Barata
58.0,2,0,Apartamento,65.9,Média
45.0,2,1,Apartamento,40.07,Muito barata
41.0,2,1,Apartamento,69.17,Barata
65.0,3,1,Apartamento,45.97,Barata
49.0,2,2,Apartamento,80.61,Barata
39.0,2,1,Apartamento,52.97,Barata
41.0,2,1,Apartamento,77.27,Média
50.0,2,1,Apartamento,124.64,Média
62.0,2,1,Apartamento,113.06,Cara
65.0,2,1,Apartamento,66.71,Cara
85.0,2,1,Casa,29.85,Muito barata
60.0,1,0,Casa,27.9,Barata
47.0,1,1,Apartamento,116.51,Cara
65.0,1,1,Apartamento,47.11,Cara
43.0,1,1,Apartamento,103.49,Cara
50.0,2,1,Apartamento,49.88,Barata
67.0,2,1,Apartamento,86.73,Média
42.0,1,1,Apartamento,90.19,Cara
42.0,2,0,Apartamento,52.76,Média
50.0,2,0,Apartamento,51.1,Barata
50.0,1,1,Apartamento,71.58,Barata
63.0,3,1,Apartamento,63.86,Muito barata
42.0,1,1,Apartamento,65.02,Média
15.0,1,0,Studio e kitnet,273.67,Média
50.0,1,1,Apartamento,74.24,Média
27.0,1,0,Studio e kitnet,126.07,Cara
16.0,1,0,Studio e kitnet,191.69,Média
41.0,2,0,Apartamento,47.8,Muito barata
22.0,1,0,Studio e kitnet,160.27,Média
48.0,1,1,Apartamento,116.02,Cara
24.0,1,0,Studio e kitnet,139.83,Média
50.0,2,0,Apartamento,62.96,Média
56.0,2,1,Apartamento,57.68,Barata
23.0,1,0,Studio e kitnet,137.09,Média
40.0,1,1,Studio e kitnet,69.42,Média
64.0,3,1,Apartamento,35.69,Barata
55.0,2,0,Apartamento,112.29,Cara
64.0,1,0,Apartamento,35.3,Média
80.0,2,1,Apartamento,53.65,Barata
52.0,2,1,Apartamento,55.54,Média
75.0,3,1,Apartamento,45.65,Barata
55.0,1,0,Casa,28.8,Muito barata
47.0,1,0,Apartamento,39.66,Barata
75.0,2,1,Apartamento,53.51,Média
55.0,1,0,Apartamento,57.47,Média
35.0,1,1,Apartamento,53.63,Barata
57.0,1,1,Apartamento,64.42,Cara
42.0,2,1,Apartamento,71.21,Barata
50.0,2,1,Apartamento,31.98,Muito barata
35.0,1,1,Apartamento,161.94,Cara
40.0,1,0,Casa,35.67,Muito barata
47.0,2,1,Apartamento,65.32,Média
44.0,1,1,Apartamento,97.14,Média
39.0,1,0,Casa,29.41,Barata
64.0,3,1,Apartamento,50.98,Barata
39.0,1,1,Apartamento,111.38,Cara
35.0,1,0,Studio e kitnet,58.09,Cara
67.0,3,1,Apartamento,53.67,Média
40.0,1,1,Apartamento,47.1,Barata
50.0,1,0,Apartamento,46.42,Barata
58.0,1,1,Apartamento,74.67,Barata
73.0,3,2,Apartamento,57.48,Barata
71.0,3,2,Apartamento,38.44,Barata
49.0,2,1,Apartamento,35.47,Muito barata
43.0,1,0,Apartamento,38.84,Barata
100.0,2,2,Casa,21.27,Muito barata
50.0,1,0,Apartamento,26.82,Muito barata
39.0,1,0,Studio e kitnet,39.95,Barata
45.0,1,0,Apartamento,56.67,Barata
42.0,1,0,Apartamento,34.19,Barata
40.0,1,0,Apartamento,43.32,Média
36.0,1,0,Studio e kitnet,62.81,Barata
70.0,1,1,Casa,33.61,Média
50.0,1,0,Casa,25.7,Barata
40.0,1,0,Casa,55.35,Média
22.0,1,0,Studio e kitnet,66.09,Média
51.0,2,0,Apartamento,31.84,Barata
22.0,1,0,Studio e kitnet,82.95,Barata
100.0,2,2,Casa,22.41,Barata
60.0,2,0,Casa,27.15,Barata
24.0,1,1,Studio e kitnet,96.12,Barata
35.0,1,0,Apartamento,52.34,Barata
40.0,1,0,Studio e kitnet,27.4,Muito barata
69.0,2,1,Casa,27.81,Muito barata
40.0,1,0,Casa,26.68,Barata
52.0,2,0,Apartamento,46.73,Média
40.0,1,1,Apartamento,31.78,Muito barata
80.0,2,1,Casa em condomínio,27.75,Muito barata
63.0,2,2,Apartamento,57.49,Barata
40.0,1,1,Apartamento,41.98,Barata
35.0,1,0,Studio e kitnet,59.6,Média
80.0,2,1,Casa,24.19,Muito barata
58.0,2,1,Apartamento,27.19,Muito barata
60.0,1,0,Apartamento,42.18,Média
60.0,1,0,Apartamento,22.37,Barata
45.0,1,1,Apartamento,89.62,Média
54.0,2,0,Apartamento,35.61,Barata
50.0,2,2,Casa,56.84,Barata
51.0,2,1,Apartamento,30.55,Muito barata
45.0,2,1,Apartamento,74.6,Barata
29.0,1,0,Studio e kitnet,70.62,Barata
60.0,2,0,Casa,45.78,Média
50.0,2,1,Casa em condomínio,34.18,Muito barata
35.0,1,0,Apartamento,53.43,Barata
63.0,2,1,Apartamento,40.32,Barata
36.0,1,0,Apartamento,36.64,Barata
85.0,1,0,Casa,15.79,Muito barata
50.0,2,1,Casa,31.94,Barata
69.0,2,1,Apartamento,38.16,Muito barata
55.0,1,2,Apartamento,94.0,Média
62.0,2,1,Casa em condomínio,28.45,Muito barata
80.0,2,1,Casa,21.54,Muito barata
42.0,1,1,Apartamento,82.26,Média
23.0,1,1,Studio e kitnet,107.3,Barata
45.0,1,0,Apartamento,26.98,Muito barata
58.0,2,2,Apartamento,63.05,Média
60.0,3,0,Casa,26.05,Muito barata
44.0,1,0,Apartamento,34.14,Barata
75.0,2,1,Apartamento,31.16,Barata
48.0,2,1,Apartamento,44.67,Barata
65.0,2,1,Casa,28.37,Muito barata
70.0,2,0,Casa,33.14,Barata
60.0,2,1,Casa,39.97,Barata
35.0,1,0,Casa,58.2,Média
42.0,1,0,Casa,28.55,Barata
48.0,1,0,Apartamento,51.06,Barata
65.0,2,0,Casa,18.45,Muito barata
40.0,1,0,Casa em condomínio,40.17,Barata
50.0,2,0,Casa,28.06,Barata
50.0,2,1,Apartamento,62.24,Média
41.0,1,0,Apartamento,85.71,Média
36.0,2,0,Apartamento,66.0,Média
60.0,2,0,Casa,23.47,Barata
40.0,1,0,Apartamento,38.5,Barata
55.0,1,0,Apartamento,38.31,Média
54.0,2,1,Apartamento,38.46,Barata
50.0,1,0,Casa,24.64,Barata
47.0,2,1,Apartamento,32.72,Muito barata
55.0,2,0,Apartamento,28.29,Muito barata
56.0,2,1,Apartamento,52.11,Barata
45.0,2,1,Apartamento,51.07,Barata
52.0,2,0,Apartamento,26.69,Muito barata
65.0,2,0,Apartamento,44.88,Média
100.0,3,0,Casa,19.28,Muito barata
40.0,1,0,Apartamento,52.82,Barata
37.0,1,0,Apartamento,68.22,Barata
45.0,1,1,Apartamento,77.51,Média
59.0,1,0,Apartamento,65.46,Média
26.0,1,1,Studio e kitnet,66.69,Muito barata
50.0,1,1,Apartamento,62.16,Cara
70.0,2,0,Casa,26.06,Barata
70.0,2,1,Casa,23.3,Muito barata
48.0,2,1,Apartamento,52.27,Barata
50.0,2,0,Casa,27.9,Muito barata
100.0,2,1,Casa,21.7,Muito barata
69.0,2,1,Apartamento,60.68,Barata
56.0,2,1,Apartamento,48.95,Muito barata
48.0,2,0,Casa em condomínio,32.73,Muito barata
70.0,2,1,Casa,19.71,Muito barata
44.0,2,0,Apartamento,37.77,Barata
52.0,2,1,Apartamento,38.62,Barata
70.0,2,0,Casa,23.9,Muito barata
42.0,2,0,Apartamento,45.62,Barata
48.0,2,1,Apartamento,41.83,Barata
85.0,2,1,Casa,25.61,Muito barata
50.0,2,0,Casa,23.98,Barata
45.0,1,0,Apartamento,65.62,Média
50.0,2,1,Apartamento,59.6,Barata
50.0,2,1,Apartamento,39.56,Barata
48.0,2,1,Apartamento,34.08,Muito barata
70.0,2,1,Apartamento,51.74,Média
50.0,2,1,Apartamento,76.38,Barata
39.0,1,0,Apartamento,49.79,Barata
38.0,2,0,Casa,43.89,Barata
42.0,2,0,Apartamento,54.02,Média
73.0,3,1,Apartamento,41.21,Barata
34.0,1,0,Studio e kitnet,46.82,Média
47.0,2,1,Apartamento,41.23,Muito barata
70.0,2,1,Apartamento,80.97,Cara
80.0,2,1,Casa,20.2,Barata
49.0,2,0,Casa,30.82,Barata
80.0,2,2,Apartamento,56.41,Barata
38.0,1,0,Studio e kitnet,64.66,Média
60.0,2,1,Casa,28.67,Barata
50.0,2,1,Apartamento,71.24,Barata
40.0,2,1,Apartamento,57.8,Barata
47.0,2,1,Apartamento,61.36,Barata
48.0,1,0,Apartamento,104.56,Média
40.0,1,0,Apartamento,56.78,Barata
73.0,3,2,Apartamento,55.27,Barata
40.0,2,0,Apartamento,49.08,Barata
40.0,1,1,Apartamento,122.92,Cara
77.0,3,2,Apartamento,47.91,Barata
50.0,1,2,Apartamento,56.84,Barata
46.0,2,1,Apartamento,37.89,Barata
38.0,1,0,Studio e kitnet,56.79,Média
52.0,2,1,Apartamento,31.58,Barata
70.0,3,0,Casa,33.9,Muito barata
47.0,1,1,Apartamento,124.28,Cara
47.0,2,1,Apartamento,74.81,Barata
50.0,2,0,Casa,31.94,Barata
30.0,1,0,Studio e kitnet,59.5,Média
57.0,1,0,Apartamento,42.19,Barata
45.0,1,0,Apartamento,48.02,Barata
25.0,1,0,Studio e kitnet,60.52,Média
37.0,2,0,Apartamento,48.86,Barata
38.0,1,0,Apartamento,73.84,Barata
80.0,2,1,Casa,28.62,Barata
38.0,1,1,Apartamento,93.29,Média
40.0,1,0,Apartamento,35.67,Média
59.0,2,1,Apartamento,54.2,Barata
44.0,2,0,Apartamento,56.32,Média
24.0,1,0,Studio e kitnet,57.08,Média
50.0,2,1,Apartamento,40.46,Barata
37.0,1,1,Studio e kitnet,103.7,Cara
85.0,2,2,Casa,22.8,Muito barata
50.0,1,0,Apartamento,38.26,Muito barata
45.0,1,1,Casa,39.89,Muito barata
40.0,1,0,Casa,33.75,Barata
52.0,1,0,Apartamento,21.02,Muito barata
30.0,1,0,Casa,39.97,Média
100.0,3,2,Casa,26.86,Muito barata
40.0,1,0,Casa,29.98,Muito barata
26.0,1,0,Studio e kitnet,127.77,Média
40.0,1,0,Apartamento,34.17,Barata
27.0,1,1,Studio e kitnet,99.3,Barata
72.0,2,1,Apartamento,87.04,Média
45.0,2,0,Apartamento,59.47,Média
34.0,1,1,Studio e kitnet,70.85,Média
38.0,1,1,Apartamento,72.08,Barata
18.0,1,0,Studio e kitnet,72.56,Barata
30.0,1,0,Casa,36.9,Muito barata
58.0,2,1,Apartamento,82.19,Barata
40.0,1,0,Apartamento,44.0,Barata
15.0,1,0,Studio e kitnet,103.27,Cara
80.0,3,1,Apartamento,43.4,Muito barata
46.0,2,1,Apartamento,79.91,Barata
50.0,1,2,Apartamento,54.78,Barata
45.0,1,0,Casa,26.56,Muito barata
38.0,1,0,Apartamento,123.16,Média
63.0,2,2,Apartamento,55.75,Barata
53.0,1,0,Apartamento,41.17,Barata
41.0,1,1,Apartamento,106.76,Média
50.0,2,1,Apartamento,58.18,Média
60.0,2,0,Casa,20.2,Barata
60.0,2,1,Apartamento,42.78,Média
45.0,1,0,Casa,34.73,Barata
69.0,2,0,Casa,35.28,Barata
65.0,3,1,Apartamento,42.37,Barata
68.0,3,2,Apartamento,46.91,Barata
39.0,2,0,Apartamento,82.64,Média
40.0,1,1,Apartamento,56.88,Barata
41.0,1,1,Apartamento,71.8,Barata
73.0,2,1,Apartamento,47.3,Barata
45.0,1,0,Apartamento,61.93,Cara
23.0,1,0,Studio e kitnet,77.09,Barata
82.0,2,1,Casa,14.94,Muito barata
17.0,1,0,Studio e kitnet,109.35,Barata
66.0,3,1,Apartamento,27.27,Muito barata
53.0,1,0,Apartamento,36.7,Barata
56.0,2,1,Apartamento,65.41,Média
60.0,2,1,Apartamento,46.45,Muito barata
40.0,1,1,Studio e kitnet,63.18,Média
70.0,2,1,Apartamento,49.13,Média
40.0,1,1,Apartamento,58.75,Média
68.0,2,1,Apartamento,52.28,Barata
26.0,1,0,Studio e kitnet,95.46,Média
40.0,2,0,Apartamento,48.55,Barata
42.0,1,0,Apartamento,50.02,Média
32.0,1,0,Studio e kitnet,118.09,Cara
38.0,1,1,Apartamento,77.63,Cara
36.0,1,0,Casa,28.94,Muito barata
54.0,2,1,Apartamento,55.76,Barata
65.0,2,1,Apartamento,39.42,Barata
50.0,1,1,Apartamento,97.72,Barata
55.0,2,1,Apartamento,56.6,Barata
65.0,2,2,Apartamento,63.57,Média
40.0,2,0,Casa,32.52,Barata
60.0,2,0,Apartamento,68.37,Cara
40.0,1,0,Casa,33.08,Barata
57.0,2,1,Casa,40.46,Muito barata
64.0,3,1,Apartamento,49.03,Média
48.0,2,1,Apartamento,38.5,Barata
28.0,1,0,Studio e kitnet,81.57,Barata
47.0,2,1,Apartamento,59.83,Barata
39.0,2,0,Apartamento,102.59,Barata
50.0,2,1,Apartamento,54.08,Barata
50.0,2,1,Apartamento,54.68,Barata
40.0,1,1,Studio e kitnet,71.25,Cara
46.0,1,0,Apartamento,39.0,Média
39.0,1,0,Studio e kitnet,74.85,Média
20.0,1,0,Studio e kitnet,76.0,Barata
60.0,2,1,Apartamento,83.32,Média
32.0,1,0,Studio e kitnet,123.5,Média
48.0,2,1,Apartamento,41.33,Muito barata
23.0,1,1,Studio e kitnet,142.61,Cara
36.0,2,1,Apartamento,57.61,Barata
46.0,1,1,Apartamento,95.7,Cara
70.0,3,2,Apartamento,71.41,Barata
35.0,1,0,Studio e kitnet,51.89,Barata
40.0,1,0,Studio e kitnet,43.35,Média
48.0,2,1,Apartamento,51.19,Barata
27.0,1,0,Studio e kitnet,123.15,Cara
36.0,2,0,Apartamento,61.83,Barata
45.0,1,2,Apartamento,103.91,Cara
40.0,1,1,Apartamento,111.32,Cara
77.0,3,2,Apartamento,37.99,Muito barata
79.0,2,1,Apartamento,59.25,Média
61.0,2,1,Apartamento,51.87,Barata
55.0,1,0,Apartamento,31.75,Barata
25.0,1,0,Studio e kitnet,127.2,Cara
57.0,2,1,Apartamento,104.26,Cara
50.0,2,1,Casa,47.52,Muito barata
59.0,2,1,Apartamento,49.97,Barata
57.0,2,0,Apartamento,60.47,Média
67.0,2,1,Apartamento,48.91,Barata
24.0,1,0,Studio e kitnet,136.96,Média
36.0,1,0,Studio e kitnet,52.94,Barata
54.0,2,1,Apartamento,106.76,Cara
60.0,3,1,Apartamento,46.5,Barata
47.0,1,1,Apartamento,96.02,Cara
33.0,1,0,Studio e kitnet,44.06,Barata
30.0,1,0,Studio e kitnet,59.33,Barata
44.0,1,0,Apartamento,42.48,Média
26.0,1,0,Studio e kitnet,120.81,Barata
40.0,1,1,Apartamento,127.72,Média
80.0,2,1,Apartamento,88.78,Média
80.0,3,2,Apartamento,93.05,Cara
70.0,2,1,Apartamento,29.23,Barata
45.0,1,1,Apartamento,139.4,Média
85.0,2,0,Casa,19.59,Barata
40.0,1,1,Apartamento,173.88,Cara
70.0,2,1,Apartamento,59.86,Média
60.0,2,1,Apartamento,48.43,Barata
52.0,2,1,Apartamento,47.85,Barata
54.0,1,0,Apartamento,47.67,Barata
40.0,1,0,Casa,33.6,Muito barata
33.0,1,0,Studio e kitnet,43.58,Barata
35.0,1,1,Apartamento,55.74,Barata
96.0,2,1,Casa,30.96,Barata
62.0,1,0,Apartamento,26.76,Barata
75.0,2,0,Apartamento,24.04,Barata
59.0,2,1,Apartamento,31.42,Barata
70.0,1,1,Casa,32.71,Média
59.0,1,0,Apartamento,30.39,Barata
90.0,2,2,Casa,22.47,Barata
58.0,2,1,Apartamento,43.9,Barata
64.0,1,0,Apartamento,41.53,Barata
75.0,1,0,Casa,14.96,Muito barata
60.0,2,2,Casa,29.98,Barata
80.0,2,0,Casa,24.59,Barata
36.0,2,1,Apartamento,89.83,Média
38.0,1,0,Casa,37.05,Barata
50.0,2,0,Apartamento,32.7,Muito barata
37.0,1,0,Studio e kitnet,40.38,Média
70.0,2,1,Apartamento,25.53,Barata
60.0,2,0,Casa,24.25,Muito barata
51.0,2,0,Casa,38.75,Barata
54.0,1,0,Apartamento,40.76,Barata
54.0,2,2,Apartamento,69.2,Barata
60.0,2,0,Casa,24.33,Barata
55.0,1,0,Casa,28.89,Muito barata
45.0,2,0,Apartamento,35.84,Barata
37.0,1,0,Apartamento,51.0,Barata
50.0,2,0,Apartamento,75.32,Barata
70.0,2,2,Casa em condomínio,44.67,Barata
65.0,2,1,Casa,36.08,Barata
80.0,2,1,Casa,19.54,Barata
50.0,1,0,Casa,27.2,Barata
80.0,2,2,Casa,32.22,Barata
50.0,1,0,Apartamento,39.26,Barata
70.0,2,1,Casa em condomínio,20.03,Muito barata
42.0,1,1,Apartamento,33.6,Muito barata
60.0,2,0,Casa,23.72,Muito barata
70.0,1,0,Casa,21.86,Barata
40.0,1,0,Apartamento,30.6,Barata
90.0,2,1,Casa,17.82,Muito barata
35.0,1,0,Apartamento,48.11,Barata
80.0,2,1,Casa,29.98,Barata
40.0,1,1,Casa,28.68,Muito barata
35.0,2,0,Apartamento,42.86,Barata
56.0,2,1,Apartamento,32.54,Muito barata
25.0,1,0,Studio e kitnet,115.92,Cara
40.0,1,0,Casa em condomínio,29.72,Muito barata
55.0,1,0,Apartamento,38.4,Média
80.0,2,0,Casa,27.34,Barata
85.0,1,0,Casa,15.94,Barata
28.0,1,1,Studio e kitnet,94.36,Média
60.0,2,1,Casa,24.33,Muito barata
80.0,2,1,Apartamento,22.45,Muito barata
65.0,2,2,Casa,42.89,Cara
60.0,1,0,Apartamento,62.92,Barata
57.0,2,1,Apartamento,31.14,Muito barata
64.0,2,1,Apartamento,72.59,Média
52.0,1,0,Apartamento,44.88,Barata
50.0,1,1,Apartamento,69.04,Barata
42.0,1,0,Apartamento,45.86,Barata
22.0,1,0,Studio e kitnet,55.68,Barata
46.0,2,0,Apartamento,42.33,Barata
100.0,2,0,Casa,15.63,Muito barata
70.0,2,1,Casa,42.83,Média
56.0,2,0,Apartamento,28.89,Muito barata
31.0,1,0,Studio e kitnet,108.9,Média
44.0,1,1,Studio e kitnet,51.91,Média
65.0,2,1,Casa,22.46,Muito barata
45.0,1,1,Apartamento,94.44,Média
75.0,2,1,Casa,33.93,Barata
52.0,2,1,Apartamento,98.42,Média
67.0,2,1,Apartamento,36.75,Barata
55.0,1,0,Apartamento,31.87,Barata
69.0,2,1,Casa,32.52,Barata
40.0,2,1,Apartamento,34.8,Barata
79.0,2,0,Apartamento,24.33,Média
42.0,2,0,Apartamento,37.9,Barata
70.0,2,1,Casa,27.6,Barata
65.0,2,0,Apartamento,52.06,Cara
45.0,1,0,Apartamento,45.29,Barata
60.0,2,1,Apartamento,32.63,Muito barata
74.0,2,0,Apartamento,71.26,Média
80.0,2,1,Casa,26.98,Muito barata
35.0,1,0,Casa,46.09,Média
35.0,1,1,Apartamento,72.49,Média
50.0,2,1,Apartamento,50.68,Barata
40.0,1,0,Apartamento,49.15,Barata
41.0,1,1,Apartamento,92.54,Média
39.0,1,0,Studio e kitnet,48.38,Média
39.0,1,0,Apartamento,47.82,Média
52.0,1,0,Apartamento,42.75,Média
37.0,2,0,Apartamento,122.24,Média
55.0,1,0,Casa,21.49,Muito barata
40.0,2,0,Apartamento,69.55,Média
27.0,1,0,Studio e kitnet,68.3,Barata
40.0,1,0,Studio e kitnet,47.3,Barata
40.0,1,0,Studio e kitnet,43.1,Barata
24.0,1,0,Studio e kitnet,72.08,Média
60.0,2,1,Casa,45.72,Barata
39.0,1,0,Studio e kitnet,48.59,Barata
40.0,2,0,Apartamento,43.52,Barata
53.0,2,0,Apartamento,43.85,Barata
52.0,2,0,Casa,30.54,Muito barata
80.0,2,0,Apartamento,46.12,Média
36.0,2,0,Apartamento,71.0,Média
100.0,2,1,Casa,35.32,Barata
30.0,1,0,Studio e kitnet,77.3,Média
44.0,1,1,Apartamento,81.27,Média
62.0,2,1,Apartamento,40.18,Barata
49.0,2,0,Apartamento,30.49,Muito barata
41.0,2,0,Apartamento,50.37,Barata
37.0,1,0,Apartamento,40.89,Barata
70.0,2,0,Casa,21.07,Muito barata
40.0,1,0,Casa,45.42,Barata
48.0,1,1,Apartamento,95.75,Cara
64.0,2,1,Apartamento,46.73,Barata
55.0,1,1,Casa,25.76,Barata
77.0,1,0,Apartamento,39.95,Média
46.0,2,1,Apartamento,37.78,Muito barata
80.0,2,1,Casa,31.14,Barata
40.0,1,0,Casa em condomínio,26.58,Barata
54.0,2,1,Apartamento,30.54,Muito barata
60.0,2,1,Apartamento,57.82,Barata
55.0,2,1,Apartamento,36.4,Barata
52.0,1,0,Apartamento,59.94,Cara
86.0,2,0,Casa,23.03,Muito barata
95.0,3,2,Casa,36.86,Barata
59.0,2,1,Apartamento,61.15,Barata
67.0,2,1,Apartamento,41.0,Barata
36.0,1,0,Studio e kitnet,67.92,Média
49.0,2,1,Apartamento,44.88,Barata
52.0,1,0,Apartamento,43.73,Média
50.0,2,1,Apartamento,28.04,Barata
80.0,3,1,Apartamento,54.56,Barata
80.0,2,2,Casa,29.86,Muito barata
62.0,2,1,Apartamento,38.1,Barata
32.0,1,0,Casa,41.78,Barata
40.0,1,0,Studio e kitnet,62.02,Média
35.0,1,0,Apartamento,45.06,Barata
54.0,1,0,Apartamento,53.85,Cara
59.0,3,1,Apartamento,51.17,Barata
77.0,2,0,Apartamento,36.27,Média
