área (m²),quartos,vagas de garagem,tipo de imóvel,custo (R$/m²),valor da região
60.0,2,0,Casa,40.58,Muito barata
39.0,1,0,Casa,31.97,Média
39.0,2,0,Apartamento,79.38,Média
60.0,2,1,Apartamento,36.27,Barata
70.0,2,1,Casa,28.33,Barata
70.0,2,1,Casa,61.9,Cara
22.0,1,0,Studio e kitnet,53.41,Média
70.0,2,0,Casa,25.5,Muito barata
47.0,1,1,Apartamento,84.6,Cara
40.0,2,0,Apartamento,47.68,Barata
70.0,2,2,Apartamento,48.09,Barata
33.0,1,0,Studio e kitnet,42.03,Barata
60.0,1,0,Casa,94.03,Cara
80.0,1,0,Casa,31.71,Barata
41.0,1,0,Studio e kitnet,73.44,Média
98.0,3,2,Casa,25.67,Muito barata
60.0,1,0,Casa,25.02,Barata
50.0,1,0,Casa,24.64,Muito barata
50.0,2,1,Apartamento,44.04,Barata
50.0,1,0,Casa,21.14,Muito barata
40.0,1,0,Studio e kitnet,46.08,Média
62.0,2,2,Apartamento,44.02,Barata
55.0,1,0,Casa,51.25,Média
36.0,1,1,Casa,71.61,Cara
40.0,1,0,Studio e kitnet,33.85,Barata
55.0,2,1,Apartamento,66.15,Barata
45.0,1,1,Studio e kitnet,34.33,Barata
58.0,1,1,Apartamento,73.31,Média
47.0,2,0,Apartamento,39.26,Barata
52.0,2,1,Apartamento,50.17,Barata
45.0,2,0,Apartamento,47.98,Barata
43.0,1,0,Studio e kitnet,34.74,Média
50.0,2,1,Apartamento,50.76,Barata
83.0,2,0,Casa,29.28,Barata
55.0,1,1,Casa,53.35,Barata
80.0,2,1,Casa,21.48,Muito barata
50.0,1,1,Apartamento,33.18,Barata
48.0,2,1,Apartamento,41.85,Barata
35.0,1,1,Apartamento,95.57,Média
75.0,3,1,Casa,27.8,Barata
33.0,1,0,Studio e kitnet,51.82,Média
75.0,2,1,Casa,39.63,Barata
50.0,2,1,Apartamento,46.86,Barata
80.0,3,1,Casa,13.02,Muito barata
60.0,2,0,Casa,22.58,Barata
60.0,1,0,Casa,19.95,Barata
53.0,2,0,Apartamento,37.87,Barata
35.0,1,0,Apartamento,41.49,Barata
72.0,2,1,Apartamento,39.51,Média
23.0,1,0,Studio e kitnet,91.3,Barata
45.0,2,0,Apartamento,44.18,Barata
80.0,2,1,Casa,30.5,Barata
40.0,1,0,Studio e kitnet,46.6,Barata
52.0,2,2,Apartamento,71.0,Barata
70.0,1,0,Casa,16.69,Muito barata
80.0,3,1,Casa,27.94,Muito barata
70.0,2,0,Casa,25.33,Muito barata
50.0,1,0,Casa,21.9,Muito barata
40.0,2,0,Apartamento,33.67,Barata
60.0,2,2,Apartamento,65.95,Barata
74.0,2,0,Casa,20.5,Muito barata
83.0,2,1,Casa,50.57,Média
22.0,1,0,Studio e kitnet,105.5,Média
60.0,2,1,Casa,20.85,Barata
40.0,1,0,Studio e kitnet,48.75,Média
50.0,2,1,Apartamento,39.2,Barata
50.0,2,1,Apartamento,57.0,Barata
44.0,2,1,Casa,35.7,Barata
52.0,1,0,Casa,25.19,Barata
66.0,2,1,Apartamento,69.85,Barata
68.0,2,1,Casa,50.25,Barata
48.0,2,1,Apartamento,47.38,Barata
56.0,2,1,Apartamento,40.64,Barata
75.0,2,0,Casa,23.77,Barata
75.0,2,1,Casa,23.51,Barata
51.0,2,1,Apartamento,50.14,Barata
50.0,1,0,Casa,23.56,Muito barata
27.0,1,0,Studio e kitnet,53.3,Barata
60.0,1,0,Casa,28.9,Barata
30.0,1,0,Studio e kitnet,46.33,Barata
60.0,1,0,Casa,19.88,Barata
45.0,2,1,Apartamento,46.36,Barata
65.0,2,1,Apartamento,51.85,Barata
60.0,1,0,Casa,26.27,Barata
36.0,1,0,Studio e kitnet,45.22,Barata
70.0,3,2,Casa,46.0,Muito barata
52.0,2,1,Apartamento,49.77,Barata
50.0,1,1,Casa,22.94,Muito barata
44.0,2,0,Apartamento,39.14,Barata
80.0,3,1,Casa,26.06,Barata
37.0,1,0,Apartamento,42.27,Barata
55.0,1,1,Apartamento,115.96,Média
82.0,2,1,Casa,18.38,Muito barata
43.0,2,1,Apartamento,45.63,Barata
50.0,2,0,Apartamento,48.22,Média
55.0,2,0,Apartamento,60.35,Média
60.0,2,1,Apartamento,75.42,Média
70.0,3,1,Apartamento,50.27,Barata
50.0,2,1,Apartamento,70.3,Barata
61.0,2,1,Apartamento,54.79,Barata
71.0,3,1,Apartamento,31.15,Muito barata
20.0,1,0,Studio e kitnet,118.25,Média
50.0,1,0,Casa,20.84,Muito barata
39.0,1,0,Apartamento,101.31,Média
39.0,1,0,Casa,28.21,Barata
61.0,2,2,Apartamento,43.18,Barata
50.0,2,1,Apartamento,61.7,Barata
45.0,1,1,Apartamento,100.49,Cara
60.0,2,0,Casa,19.42,Muito barata
44.0,2,0,Apartamento,72.0,Barata
54.0,2,1,Apartamento,39.39,Barata
64.0,2,0,Apartamento,27.59,Barata
50.0,2,1,Apartamento,36.0,Barata
40.0,2,0,Apartamento,53.02,Barata
35.0,1,1,Studio e kitnet,33.34,Barata
45.0,1,1,Apartamento,31.36,Muito barata
80.0,2,0,Casa,18.3,Muito barata
39.0,2,1,Apartamento,94.03,Média
52.0,2,1,Apartamento,72.58,Barata
63.0,2,1,Apartamento,29.67,Barata
56.0,1,0,Casa,25.12,Barata
45.0,1,0,Casa,29.67,Muito barata
45.0,2,0,Apartamento,38.27,Muito barata
78.0,3,2,Apartamento,43.59,Barata
90.0,2,1,Casa,40.53,Barata
58.0,2,1,Apartamento,40.74,Barata
80.0,1,0,Casa,14.4,Muito barata
35.0,1,0,Casa,30.49,Barata
40.0,1,0,Studio e kitnet,49.4,Média
80.0,1,0,Apartamento,49.79,Cara
45.0,2,1,Apartamento,41.18,Barata
62.0,3,1,Apartamento,51.5,Barata
37.0,2,0,Apartamento,47.57,Barata
60.0,2,0,Casa,21.18,Muito barata
70.0,2,0,Casa,22.7,Muito barata
69.0,2,1,Apartamento,47.77,Barata
45.0,2,0,Apartamento,34.09,Muito barata
20.0,1,0,Studio e kitnet,83.1,Média
80.0,2,1,Apartamento,39.98,Média
60.0,1,0,Apartamento,63.27,Média
55.0,2,1,Apartamento,105.53,Cara
35.0,1,0,Casa,38.26,Barata
20.0,1,0,Studio e kitnet,88.7,Média
51.0,2,1,Apartamento,63.45,Barata
28.0,1,0,Studio e kitnet,46.14,Média
53.0,2,1,Apartamento,54.42,Barata
40.0,1,1,Apartamento,54.88,Barata
15.0,1,0,Studio e kitnet,93.87,Barata
63.0,2,2,Apartamento,59.89,Média
49.0,2,1,Apartamento,52.02,Barata
49.0,1,1,Apartamento,93.65,Cara
18.0,1,0,Studio e kitnet,92.33,Média
65.0,3,1,Apartamento,46.22,Barata
40.0,2,0,Apartamento,46.72,Muito barata
45.0,2,1,Apartamento,44.38,Muito barata
40.0,2,0,Apartamento,43.0,Barata
69.0,2,1,Apartamento,97.81,Cara
45.0,1,0,Casa,27.58,Muito barata
49.0,2,1,Apartamento,56.98,Barata
51.0,2,1,Apartamento,66.41,Média
45.0,2,0,Apartamento,59.64,Média
74.0,1,1,Apartamento,100.43,Média
27.0,1,0,Studio e kitnet,58.33,Média
42.0,2,1,Apartamento,45.29,Barata
44.0,2,1,Apartamento,54.5,Média
48.0,2,1,Apartamento,37.65,Barata
50.0,1,0,Casa,20.84,Muito barata
29.0,1,0,Studio e kitnet,103.41,Média
40.0,1,0,Studio e kitnet,30.55,Muito barata
50.0,1,0,Apartamento,44.5,Média
68.0,3,1,Apartamento,44.59,Barata
70.0,2,1,Apartamento,76.96,Cara
40.0,2,1,Apartamento,46.25,Barata
27.0,1,0,Studio e kitnet,68.96,Barata
40.0,2,1,Casa,26.05,Barata
70.0,1,2,Apartamento,59.64,Barata
70.0,3,1,Apartamento,73.76,Cara
66.0,2,1,Casa,48.79,Barata
45.0,2,1,Apartamento,45.78,Barata
35.0,2,1,Apartamento,66.57,Barata
39.0,2,0,Apartamento,52.79,Barata
72.0,2,0,Apartamento,29.14,Barata
46.0,2,1,Apartamento,51.5,Muito barata
39.0,1,0,Studio e kitnet,67.97,Média
50.0,2,0,Apartamento,87.92,Cara
42.0,2,0,Apartamento,53.05,Média
52.0,1,2,Apartamento,111.92,Cara
60.0,2,2,Apartamento,103.87,Cara
62.0,2,1,Apartamento,31.71,Muito barata
35.0,1,0,Studio e kitnet,101.4,Média
34.0,1,0,Studio e kitnet,45.65,Cara
70.0,2,1,Apartamento,99.47,Cara
68.0,3,1,Apartamento,58.29,Barata
50.0,2,1,Apartamento,59.68,Barata
70.0,2,1,Apartamento,22.96,Muito barata
76.0,2,2,Apartamento,58.01,Barata
56.0,1,1,Apartamento,37.39,Barata
70.0,2,1,Apartamento,54.33,Média
60.0,2,1,Apartamento,42.77,Barata
67.0,1,1,Apartamento,110.31,Cara
64.0,2,1,Apartamento,77.94,Cara
55.0,2,1,Apartamento,69.75,Média
42.0,2,0,Apartamento,49.86,Barata
49.0,1,1,Apartamento,65.82,Barata
39.0,2,0,Apartamento,51.26,Barata
60.0,1,0,Casa,24.33,Muito barata
26.0,1,0,Studio e kitnet,125.08,Média
43.0,1,1,Apartamento,50.86,Barata
42.0,1,0,Apartamento,46.43,Média
28.0,1,0,Studio e kitnet,116.14,Barata
50.0,2,1,Apartamento,51.62,Barata
65.0,1,1,Apartamento,104.6,Cara
56.0,1,1,Apartamento,131.2,Cara
31.0,1,1,Studio e kitnet,128.48,Cara
45.0,2,0,Apartamento,42.42,Barata
54.0,2,1,Apartamento,49.48,Barata
56.0,2,1,Apartamento,124.38,Cara
62.0,3,2,Apartamento,58.1,Média
55.0,2,0,Apartamento,56.98,Média
45.0,2,1,Apartamento,46.56,Muito barata
80.0,3,1,Apartamento,41.82,Barata
49.0,2,1,Apartamento,40.63,Barata
18.0,1,0,Studio e kitnet,112.56,Média
54.0,2,1,Apartamento,58.74,Barata
71.0,2,1,Apartamento,99.66,Cara
73.0,3,2,Apartamento,46.44,Média
40.0,2,0,Apartamento,46.75,Barata
28.0,1,0,Studio e kitnet,105.21,Média
70.0,2,1,Apartamento,91.04,Cara
41.0,1,1,Apartamento,116.1,Média
51.0,2,1,Apartamento,73.71,Média
39.0,1,1,Apartamento,53.44,Barata
59.0,2,1,Apartamento,70.0,Média
38.0,1,0,Casa,48.29,Barata
28.0,1,0,Studio e kitnet,114.68,Média
80.0,3,1,Apartamento,52.79,Média
42.0,1,1,Apartamento,102.93,Média
23.0,1,0,Studio e kitnet,140.26,Média
35.0,1,1,Apartamento,174.86,Média
50.0,1,1,Apartamento,91.7,Média
18.0,1,0,Studio e kitnet,87.44,Barata
50.0,2,0,Casa,20.84,Barata
70.0,2,1,Apartamento,80.01,Cara
26.0,1,0,Studio e kitnet,129.46,Média
80.0,2,0,Casa,15.22,Barata
60.0,2,1,Apartamento,103.13,Cara
46.0,2,1,Apartamento,110.13,Cara
42.0,2,1,Apartamento,113.6,Média
68.0,2,2,Apartamento,114.13,Média
74.0,2,2,Apartamento,59.49,Cara
45.0,2,1,Apartamento,110.56,Cara
73.0,3,1,Apartamento,70.73,Cara
37.0,1,1,Apartamento,176.43,Média
44.0,1,1,Apartamento,79.64,Cara
38.0,1,0,Apartamento,91.5,Cara
37.0,1,1,Apartamento,120.32,Cara
41.0,1,1,Apartamento,159.41,Cara
35.0,1,1,Studio e kitnet,115.69,Média
40.0,1,0,Apartamento,64.9,Média
35.0,1,0,Apartamento,58.0,Média
42.0,1,1,Apartamento,139.05,Muito cara
80.0,2,0,Casa,28.84,Média
50.0,1,1,Apartamento,82.62,Média
60.0,2,0,Apartamento,46.65,Média
40.0,1,1,Apartamento,98.42,Média
70.0,2,0,Apartamento,31.67,Barata
63.0,2,0,Apartamento,32.44,Barata
70.0,1,0,Casa,16.74,Muito barata
38.0,1,0,Apartamento,66.26,Média
25.0,1,0,Studio e kitnet,57.36,Barata
38.0,1,0,Apartamento,40.45,Barata
50.0,2,1,Apartamento,39.24,Barata
80.0,2,0,Casa,34.02,Barata
90.0,2,1,Casa,19.03,Muito barata
43.0,2,1,Apartamento,33.81,Muito barata
72.0,1,0,Apartamento,24.14,Barata
35.0,1,0,Apartamento,48.71,Barata
36.0,1,0,Apartamento,55.17,Barata
45.0,1,0,Casa,30.02,Muito barata
35.0,1,0,Apartamento,38.94,Barata
65.0,1,0,Apartamento,34.86,Barata
80.0,2,0,Casa,20.58,Barata
54.0,1,0,Apartamento,31.07,Barata
35.0,1,0,Apartamento,43.43,Barata
47.0,2,1,Apartamento,33.3,Muito barata
49.0,2,0,Apartamento,42.67,Barata
35.0,1,0,Studio e kitnet,83.51,Barata
70.0,2,0,Apartamento,45.96,Média
60.0,2,0,Casa,23.55,Muito barata
42.0,1,0,Apartamento,50.5,Barata
70.0,2,0,Apartamento,20.43,Muito barata
60.0,2,0,Casa,28.67,Barata
82.0,2,2,Casa em condomínio,45.96,Barata
37.0,2,0,Apartamento,56.46,Barata
55.0,2,1,Apartamento,67.42,Média
36.0,1,0,Studio e kitnet,82.81,Média
60.0,2,1,Casa,26.47,Muito barata
39.0,2,0,Apartamento,64.38,Barata
47.0,1,1,Apartamento,60.19,Barata
52.0,2,0,Apartamento,47.25,Barata
70.0,2,1,Casa,21.8,Muito barata
80.0,3,0,Casa,28.56,Barata
50.0,2,1,Apartamento,44.18,Barata
64.0,1,0,Casa,19.8,Muito barata
50.0,2,1,Apartamento,57.24,Barata
22.0,1,0,Studio e kitnet,102.82,Barata
70.0,2,0,Apartamento,29.66,Barata
70.0,2,0,Casa,32.36,Barata
59.0,2,1,Apartamento,46.64,Barata
50.0,2,1,Apartamento,51.42,Barata
60.0,3,1,Apartamento,36.73,Muito barata
49.0,2,1,Apartamento,45.41,Barata
30.0,1,0,Casa,40.67,Média
70.0,3,0,Casa,27.01,Muito barata
50.0,1,0,Casa,26.68,Barata
65.0,2,1,Apartamento,48.29,Média
90.0,2,1,Casa,50.2,Barata
35.0,1,0,Apartamento,53.17,Média
80.0,3,2,Casa,38.64,Barata
97.0,2,2,Casa,33.88,Muito barata
52.0,2,1,Apartamento,35.29,Barata
39.0,1,0,Studio e kitnet,71.21,Média
74.0,1,0,Casa,22.54,Muito barata
59.0,2,1,Apartamento,43.66,Barata
51.0,2,0,Apartamento,47.67,Barata
70.0,2,1,Casa,28.0,Muito barata
98.0,3,2,Casa,42.51,Barata
36.0,1,0,Studio e kitnet,104.86,Média
55.0,2,1,Apartamento,49.04,Barata
57.0,1,0,Apartamento,31.65,Média
38.0,2,0,Apartamento,40.13,Barata
25.0,1,0,Studio e kitnet,102.32,Barata
45.0,1,1,Casa em condomínio,29.91,Muito barata
25.0,1,0,Studio e kitnet,97.8,Barata
45.0,1,0,Studio e kitnet,32.36,Muito barata
38.0,2,0,Apartamento,52.89,Barata
47.0,2,1,Apartamento,36.81,Barata
37.0,2,0,Apartamento,70.81,Média
60.0,1,0,Casa,29.52,Barata
40.0,2,0,Apartamento,42.75,Barata
79.0,2,1,Casa,25.87,Barata
86.0,3,2,Casa,27.88,Muito barata
51.0,2,1,Apartamento,83.41,Barata
45.0,1,0,Studio e kitnet,70.16,Média
75.0,2,1,Casa,24.32,Barata
69.0,2,1,Apartamento,81.48,Cara
42.0,2,1,Apartamento,38.5,Barata
70.0,2,0,Casa,27.06,Barata
72.0,2,2,Apartamento,80.54,Barata
70.0,2,0,Casa,46.93,Barata
74.0,2,1,Apartamento,63.54,Média
44.0,2,0,Apartamento,46.93,Barata
49.0,1,0,Apartamento,105.27,Barata
50.0,1,1,Apartamento,93.86,Cara
26.0,1,0,Studio e kitnet,56.54,Barata
30.0,1,0,Studio e kitnet,88.13,Média
48.0,2,1,Apartamento,49.52,Barata
70.0,2,1,Casa,40.44,Barata
50.0,2,1,Apartamento,89.1,Média
30.0,1,0,Studio e kitnet,44.47,Barata
43.0,1,0,Apartamento,61.07,Barata
50.0,1,1,Casa,36.48,Barata
30.0,1,0,Casa,38.9,Barata
35.0,1,0,Apartamento,38.06,Barata
30.0,1,0,Studio e kitnet,34.6,Muito barata
50.0,2,1,Apartamento,32.12,Muito barata
45.0,1,0,Apartamento,62.93,Média
30.0,1,0,Casa,57.87,Barata
38.0,1,0,Apartamento,57.68,Muito barata
60.0,1,0,Casa,19.12,Muito barata
43.0,2,1,Apartamento,50.19,Muito barata
40.0,1,0,Apartamento,34.33,Barata
60.0,2,1,Apartamento,50.45,Barata
35.0,2,0,Apartamento,52.94,Barata
80.0,2,2,Casa,45.16,Média
40.0,2,0,Apartamento,51.3,Barata
50.0,1,0,Casa em condomínio,39.92,Barata
85.0,3,1,Casa,28.26,Barata
80.0,2,0,Casa,39.11,Barata
50.0,2,1,Apartamento,55.52,Barata
70.0,2,1,Casa,31.03,Muito barata
40.0,1,0,Casa,36.0,Muito barata
38.0,1,1,Apartamento,75.24,Média
79.0,2,1,Apartamento,31.96,Barata
39.0,2,0,Apartamento,76.74,Barata
50.0,1,0,Apartamento,47.78,Barata
46.0,1,0,Apartamento,45.5,Média
70.0,2,1,Apartamento,44.2,Barata
54.0,3,1,Apartamento,33.22,Barata
70.0,2,0,Casa,21.74,Barata
42.0,2,1,Apartamento,52.31,Barata
62.0,1,0,Apartamento,28.98,Muito barata
44.0,1,0,Apartamento,33.86,Barata
80.0,2,1,Casa,33.83,Barata
38.0,2,0,Apartamento,90.84,Barata
79.0,3,2,Apartamento,58.15,Barata
72.0,2,1,Apartamento,69.76,Média
80.0,2,1,Casa,28.1,Barata
75.0,3,1,Apartamento,36.48,Barata
45.0,1,1,Casa,42.89,Barata
68.0,2,1,Apartamento,52.18,Barata
41.0,1,0,Apartamento,52.22,Barata
40.0,1,0,Casa,31.28,Barata
40.0,1,0,Studio e kitnet,45.72,Média
24.0,1,0,Studio e kitnet,138.88,Média
50.0,1,0,Apartamento,44.76,Barata
67.0,2,1,Apartamento,40.0,Muito barata
45.0,2,1,Apartamento,38.31,Muito barata
57.0,1,1,Casa,28.35,Barata
28.0,1,0,Studio e kitnet,107.32,Barata
40.0,1,1,Casa,31.28,Muito barata
52.0,1,0,Apartamento,98.85,Cara
56.0,2,1,Apartamento,68.46,Média
65.0,2,1,Apartamento,40.42,Barata
55.0,2,1,Apartamento,59.71,Média
70.0,2,1,Apartamento,61.93,Cara
37.0,2,0,Apartamento,95.03,Barata
40.0,1,0,Apartamento,41.32,Barata
42.0,1,1,Apartamento,72.07,Barata
68.0,3,1,Apartamento,38.5,Barata
45.0,1,0,Casa,38.73,Média
40.0,1,0,Casa,34.4,Barata
75.0,2,2,Apartamento,27.43,Muito barata
54.0,2,1,Apartamento,56.3,Barata
55.0,2,1,Apartamento,58.29,Barata
53.0,2,1,Apartamento,67.92,Média
41.0,1,1,Apartamento,53.51,Barata
40.0,2,0,Apartamento,94.85,Média
48.0,1,0,Apartamento,96.75,Cara
41.0,1,1,Apartamento,121.2,Cara
44.0,2,1,Apartamento,49.93,Barata
54.0,2,1,Apartamento,58.57,Barata
42.0,2,1,Apartamento,64.43,Barata
77.0,3,2,Apartamento,50.78,Barata
18.0,1,1,Studio e kitnet,84.5,Barata
44.0,2,0,Apartamento,60.84,Média
38.0,2,0,Apartamento,66.16,Barata
60.0,1,0,Casa,44.32,Barata
26.0,1,0,Studio e kitnet,115.04,Cara
27.0,1,0,Studio e kitnet,125.67,Barata
59.0,2,1,Apartamento,69.0,Média
86.0,3,2,Casa em condomínio,37.16,Muito barata
46.0,2,0,Apartamento,46.54,Barata
54.0,2,1,Apartamento,44.76,Barata
80.0,3,1,Apartamento,46.32,Barata
55.0,2,1,Apartamento,49.64,Barata
49.0,2,1,Apartamento,41.37,Muito barata
26.0,1,0,Studio e kitnet,105.04,Média
20.0,1,0,Studio e kitnet,106.35,Média
27.0,1,0,Studio e kitnet,58.56,Média
55.0,2,1,Casa em condomínio,37.53,Muito barata
45.0,1,1,Apartamento,87.64,Cara
42.0,2,1,Apartamento,57.86,Barata
42.0,2,1,Apartamento,38.33,Muito barata
53.0,2,1,Apartamento,51.81,Barata
34.0,1,0,Studio e kitnet,100.47,Cara
56.0,2,1,Apartamento,61.86,Barata
39.0,2,0,Apartamento,43.79,Barata
50.0,1,0,Casa,25.96,Muito barata
78.0,3,1,Apartamento,51.12,Barata
42.0,1,1,Studio e kitnet,78.14,Média
80.0,3,0,Apartamento,50.0,Cara
28.0,1,0,Studio e kitnet,71.71,Barata
53.0,1,1,Apartamento,90.3,Cara
34.0,1,0,Casa,34.15,Muito barata
35.0,1,1,Apartamento,188.17,Barata
56.0,2,1,Apartamento,56.89,Média
65.0,2,1,Apartamento,86.32,Cara
66.0,3,2,Apartamento,64.65,Barata
60.0,3,0,Apartamento,45.57,Barata
25.0,1,0,Studio e kitnet,147.32,Média
43.0,2,0,Apartamento,73.91,Barata
40.0,2,0,Apartamento,65.47,Barata
50.0,2,1,Apartamento,50.02,Barata
52.0,2,1,Casa,56.37,Barata
80.0,1,2,Apartamento,93.46,Barata
38.0,2,0,Apartamento,77.45,Barata
71.0,3,2,Apartamento,84.75,Cara
80.0,3,1,Apartamento,52.19,Barata
66.0,2,1,Apartamento,86.76,Cara
35.0,1,1,Apartamento,204.23,Média
40.0,2,0,Apartamento,116.62,Cara
22.0,1,1,Studio e kitnet,134.14,Cara
40.0,2,0,Apartamento,94.62,Barata
29.0,1,1,Studio e kitnet,121.1,Cara
80.0,2,2,Apartamento,83.35,Média
22.0,1,0,Studio e kitnet,132.23,Cara
46.0,2,1,Apartamento,55.04,Barata
50.0,1,1,Apartamento,108.32,Cara
27.0,1,0,Studio e kitnet,118.67,Cara
48.0,2,1,Apartamento,130.15,Média
42.0,2,1,Apartamento,65.48,Barata
42.0,2,1,Apartamento,63.74,Barata
35.0,2,0,Apartamento,108.14,Barata
65.0,2,1,Apartamento,49.6,Barata
55.0,2,1,Apartamento,37.73,Muito barata
42.0,1,0,Apartamento,125.33,Cara
40.0,1,1,Studio e kitnet,77.53,Barata
55.0,1,1,Apartamento,102.24,Barata
50.0,2,1,Apartamento,104.42,Média
31.0,1,1,Studio e kitnet,147.97,Cara
69.0,2,1,Apartamento,52.23,Barata
70.0,2,0,Apartamento,44.03,Média
45.0,1,1,Apartamento,122.56,Cara
80.0,2,2,Apartamento,67.54,Média
65.0,1,2,Casa,26.46,Barata
80.0,1,0,Casa,21.55,Muito barata
40.0,1,0,Studio e kitnet,42.5,Média
38.0,2,1,Apartamento,58.53,Barata
60.0,2,1,Apartamento,24.65,Muito barata
80.0,2,0,Casa em condomínio,20.2,Barata
53.0,2,0,Apartamento,37.79,Barata
60.0,1,1,Casa,44.52,Média
50.0,2,1,Apartamento,31.18,Muito barata
50.0,1,0,Casa,34.9,Barata
36.0,1,0,Apartamento,66.69,Barata
45.0,1,1,Apartamento,54.16,Barata
73.0,2,0,Apartamento,33.14,Barata
50.0,1,0,Apartamento,31.2,Média
70.0,1,1,Casa,21.43,Muito barata
52.0,1,1,Casa,26.87,Barata
70.0,1,1,Apartamento,25.57,Muito barata
40.0,2,0,Apartamento,39.55,Muito barata
50.0,1,1,Apartamento,56.28,Barata
35.0,1,0,Apartamento,75.43,Média
24.0,1,0,Studio e kitnet,57.83,Barata
75.0,1,1,Casa,18.07,Barata
50.0,2,1,Apartamento,48.42,Barata
36.0,2,0,Apartamento,49.61,Barata
42.0,1,0,Studio e kitnet,48.26,Média
70.0,1,0,Casa,27.34,Barata
60.0,1,1,Casa,22.27,Muito barata
50.0,1,0,Casa,27.94,Barata
96.0,2,1,Casa,24.55,Barata
64.0,2,2,Apartamento,40.55,Muito barata
45.0,1,0,Casa,30.02,Barata
80.0,2,1,Casa,26.14,Barata
70.0,2,1,Casa,26.8,Barata
52.0,2,0,Apartamento,43.79,Barata
80.0,2,0,Casa,16.2,Muito barata
50.0,2,0,Apartamento,27.9,Barata
50.0,2,1,Casa,28.14,Barata
77.0,2,2,Apartamento,69.79,Barata
34.0,1,0,Studio e kitnet,44.94,Média
39.0,1,0,Studio e kitnet,66.23,Barata
25.0,1,0,Studio e kitnet,57.08,Média
40.0,1,1,Apartamento,48.85,Barata
60.0,2,1,Apartamento,43.53,Muito barata
53.0,2,0,Apartamento,29.19,Barata
48.0,1,0,Apartamento,63.17,Cara
70.0,2,0,Apartamento,24.93,Barata
50.0,2,1,Casa em condomínio,41.62,Barata
65.0,1,0,Casa,17.45,Muito barata
47.0,2,1,Apartamento,66.51,Barata
42.0,2,0,Apartamento,40.0,Barata
57.0,1,0,Apartamento,43.54,Média
50.0,1,0,Casa em condomínio,45.88,Cara
55.0,2,1,Apartamento,29.0,Muito barata
65.0,1,0,Casa,17.85,Muito barata
58.0,1,0,Apartamento,46.22,Média
72.0,2,0,Casa,42.32,Barata
46.0,2,0,Apartamento,24.96,Muito barata
60.0,1,0,Casa,26.65,Muito barata
36.0,2,0,Apartamento,67.72,Barata
85.0,2,1,Casa,25.52,Muito barata
54.0,2,0,Apartamento,33.41,Muito barata
35.0,1,0,Apartamento,102.69,Barata
72.0,1,0,Apartamento,38.44,Barata
53.0,2,1,Apartamento,33.19,Média
54.0,2,0,Apartamento,34.56,Barata
38.0,1,0,Studio e kitnet,34.5,Barata
60.0,2,1,Apartamento,32.72,Muito barata
50.0,2,1,Apartamento,48.06,Barata
65.0,2,1,Apartamento,42.52,Barata
68.0,1,0,Casa,26.07,Muito barata
47.0,2,1,Apartamento,46.57,Barata
30.0,1,0,Studio e kitnet,106.47,Média
60.0,2,1,Apartamento,45.03,Barata
80.0,3,0,Apartamento,31.84,Barata
65.0,2,1,Apartamento,53.22,Barata
35.0,2,0,Apartamento,63.91,Barata
50.0,1,0,Casa,24.26,Muito barata
78.0,2,1,Apartamento,37.55,Barata
58.0,3,1,Apartamento,41.48,Barata
66.0,3,1,Apartamento,40.38,Barata
72.0,2,1,Casa,39.32,Barata
60.0,1,1,Casa,29.33,Barata
55.0,2,1,Apartamento,72.07,Barata
55.0,2,1,Apartamento,44.69,Barata
47.0,2,1,Apartamento,70.55,Barata
50.0,1,0,Casa,24.54,Barata
44.0,1,0,Studio e kitnet,37.25,Média
56.0,2,1,Apartamento,55.02,Barata
40.0,1,0,Apartamento,45.3,Barata
60.0,2,0,Casa,36.48,Muito barata
69.0,2,2,Apartamento,104.39,Média
50.0,2,1,Apartamento,52.54,Muito barata
75.0,2,1,Apartamento,37.29,Barata
40.0,1,0,Casa,37.38,Barata
52.0,1,0,Apartamento,35.04,Média
34.0,1,0,Studio e kitnet,47.74,Média
70.0,2,2,Apartamento,50.94,Barata
54.0,2,1,Apartamento,37.0,Barata
42.0,1,0,Apartamento,61.43,Média
80.0,2,0,Casa,26.25,Muito barata
68.0,2,1,Apartamento,33.94,Média
40.0,1,2,Casa,83.6,Média
80.0,2,0,Apartamento,69.89,Cara
48.0,2,1,Apartamento,42.27,Barata
63.0,3,1,Apartamento,36.4,Barata
42.0,1,0,Apartamento,71.5,Cara
60.0,1,0,Casa,26.05,Muito barata
50.0,1,1,Casa em condomínio,27.02,Muito barata
36.0,2,0,Apartamento,64.81,Média
55.0,2,0,Apartamento,38.62,Barata
50.0,1,1,Casa,20.84,Muito barata
61.0,2,2,Apartamento,59.48,Barata
35.0,1,1,Apartamento,112.29,Média
50.0,2,1,Apartamento,42.98,Barata
58.0,2,2,Apartamento,57.47,Barata
50.0,1,0,Casa,35.76,Muito barata
49.0,2,0,Apartamento,46.31,Muito barata
34.0,0,0,Studio e kitnet,45.97,Média
50.0,2,0,Apartamento,34.4,Barata
70.0,2,0,Casa,18.27,Muito barata
49.0,1,1,Apartamento,78.04,Cara
50.0,1,0,Apartamento,33.42,Barata
72.0,3,1,Apartamento,55.39,Barata
64.0,2,1,Casa em condomínio,46.53,Barata
38.0,2,1,Apartamento,54.84,Barata
99.0,3,2,Casa,35.23,Muito barata
