area,bedrooms,garage,cost/m²,type_Apartamento,type_Casa,type_Casa em condomínio,type_Studio e kitnet,valor_regiao
60,2,0,34.33,1,0,0,0,0
74,2,1,29.28,1,0,0,0,0
69,2,1,90.0,1,0,0,0,1
36,2,0,61.94,1,0,0,0,1
81,3,2,48.05,1,0,0,0,0
56,1,1,56.27,1,0,0,0,1
70,2,2,31.53,1,0,0,0,0
90,2,2,47.53,0,1,0,0,0
40,1,0,56.7,0,0,0,1,0
49,1,1,69.45,1,0,0,0,1
39,1,0,65.56,1,0,0,0,1
56,1,0,46.98,1,0,0,0,1
37,1,0,69.35,0,0,0,1,1
60,2,1,41.28,1,0,0,0,0
56,2,1,47.95,1,0,0,0,0
43,2,0,63.33,1,0,0,0,1
47,1,1,87.66,1,0,0,0,1
60,2,2,44.8,1,0,0,0,0
38,1,0,58.16,0,0,0,1,1
72,3,1,41.12,1,0,0,0,0
66,3,1,47.83,1,0,0,0,0
70,2,2,39.97,1,0,0,0,0
60,2,2,64.95,1,0,0,0,1
45,1,0,144.04,1,0,0,0,1
100,2,1,28.71,0,1,0,0,0
40,1,0,26.05,0,1,0,0,0
130,2,2,35.8,0,1,0,0,0
100,3,2,31.27,0,1,0,0,0
82,3,2,43.22,1,0,0,0,0
90,3,1,35.33,1,0,0,0,1
142,2,0,34.37,0,1,0,0,1
120,3,2,38.71,0,1,0,0,0
68,3,1,68.22,1,0,0,0,1
43,2,1,67.21,1,0,0,0,1
50,2,1,40.12,1,0,0,0,0
90,1,2,79.28,1,0,0,0,1
72,3,1,55.86,1,0,0,0,1
70,2,1,28.16,1,0,0,0,0
50,2,1,63.98,1,0,0,0,1
31,1,1,98.55,0,0,0,1,2
38,1,0,45.68,1,0,0,0,1
62,2,2,47.23,1,0,0,0,1
40,1,0,58.0,1,0,0,0,1
40,1,0,36.02,0,1,0,0,0
115,2,2,47.13,0,1,0,0,0
122,2,0,39.13,1,0,0,0,1
31,1,1,83.42,1,0,0,0,1
54,1,1,45.54,1,0,0,0,0
64,1,1,64.91,1,0,0,0,2
75,2,1,25.41,1,0,0,0,0
74,2,1,88.88,1,0,0,0,2
72,2,1,91.35,1,0,0,0,2
110,3,2,49.65,0,1,0,0,0
65,2,1,35.77,1,0,0,0,0
132,2,2,50.12,1,0,0,0,1
62,2,1,45.03,1,0,0,0,0
36,1,1,92.86,0,0,0,1,1
43,1,1,94.42,1,0,0,0,1
36,1,0,85.58,0,0,0,1,1
139,4,2,28.5,0,1,0,0,0
74,3,2,64.82,1,0,0,0,1
57,2,1,42.25,1,0,0,0,0
45,1,0,44.4,1,0,0,0,1
40,2,1,48.38,1,0,0,0,1
50,1,1,78.14,1,0,0,0,1
90,2,1,20.48,0,1,0,0,0
59,2,1,58.2,1,0,0,0,1
74,3,1,46.96,1,0,0,0,2
104,3,2,36.31,1,0,0,0,0
75,3,1,35.32,1,0,0,0,0
40,2,0,55.42,1,0,0,0,0
80,3,1,67.22,1,0,0,0,1
120,3,1,25.97,0,1,0,0,0
115,3,2,30.46,0,1,0,0,0
70,2,2,38.96,1,0,0,0,0
31,1,0,111.06,0,0,0,1,1
35,1,0,120.91,1,0,0,0,2
76,2,1,49.67,1,0,0,0,0
124,3,2,34.54,1,0,0,0,0
62,2,1,47.55,1,0,0,0,0
30,1,0,60.47,0,0,0,1,1
150,3,0,21.13,0,1,0,0,1
71,2,1,56.94,1,0,0,0,1
43,1,1,89.23,1,0,0,0,1
36,1,1,109.97,1,0,0,0,2
56,2,1,63.34,1,0,0,0,1
145,2,1,40.14,0,1,0,0,0
67,2,2,99.91,1,0,0,0,1
80,1,1,60.25,1,0,0,0,1
64,2,1,39.56,1,0,0,0,0
64,2,1,80.84,1,0,0,0,1
61,2,1,62.69,1,0,0,0,1
41,2,1,52.85,1,0,0,0,1
32,1,0,79.91,1,0,0,0,1
46,2,0,53.61,1,0,0,0,0
53,2,1,58.34,1,0,0,0,1
57,2,1,40.86,1,0,0,0,0
32,1,0,49.28,1,0,0,0,1
69,3,1,39.55,1,0,0,0,0
40,2,1,63.98,1,0,0,0,1
60,3,1,55.6,1,0,0,0,0
30,1,0,125.5,0,0,0,1,2
40,1,1,102.02,0,0,0,1,1
104,3,1,71.88,1,0,0,0,1
70,2,2,35.44,1,0,0,0,0
60,2,1,102.53,1,0,0,0,1
73,3,2,51.79,1,0,0,0,0
102,2,0,54.17,0,1,0,0,1
40,1,1,74.15,1,0,0,0,1
50,1,1,113.6,1,0,0,0,2
75,2,1,71.39,1,0,0,0,1
71,3,1,46.32,1,0,0,0,0
72,2,2,110.46,1,0,0,0,2
72,2,2,97.71,1,0,0,0,1
115,3,2,38.95,1,0,0,0,0
72,3,2,59.1,1,0,0,0,1
50,1,1,62.92,1,0,0,0,1
51,2,1,71.84,1,0,0,0,1
60,2,1,60.2,1,0,0,0,1
31,1,1,96.45,0,0,0,1,1
150,3,1,47.25,0,1,0,0,0
64,2,1,27.98,1,0,0,0,0
64,2,1,123.86,1,0,0,0,1
57,1,1,99.6,1,0,0,0,2
110,3,1,64.87,1,0,0,0,1
42,1,1,57.71,0,0,0,1,1
117,3,2,34.74,1,0,0,0,0
75,3,1,44.07,1,0,0,0,0
51,2,1,56.57,1,0,0,0,0
62,2,1,50.39,1,0,0,0,1
75,1,1,85.96,1,0,0,0,2
88,2,2,64.69,1,0,0,0,1
100,3,2,42.05,1,0,0,0,0
69,3,1,98.71,1,0,0,0,2
47,1,1,113.87,1,0,0,0,2
31,1,0,142.03,0,0,0,1,2
60,2,1,46.82,1,0,0,0,0
138,4,2,49.83,1,0,0,0,1
65,2,2,47.95,1,0,0,0,0
47,2,1,95.57,1,0,0,0,2
43,2,0,45.63,1,0,0,0,0
40,1,1,129.3,0,0,0,1,3
130,2,2,24.77,0,1,0,0,0
35,1,1,174.46,0,0,0,1,2
62,2,1,125.9,1,0,0,0,1
106,2,1,63.78,1,0,0,0,1
119,3,0,33.26,0,1,0,0,0
60,2,0,28.05,1,0,0,0,0
58,1,0,31.1,0,0,0,1,0
120,2,1,22.88,0,1,0,0,0
52,1,1,87.35,0,0,0,1,1
45,1,0,37.2,1,0,0,0,1
55,1,0,23.44,0,1,0,0,0
60,1,0,17.1,0,1,0,0,0
35,1,0,42.71,0,0,0,1,0
53,1,1,92.34,1,0,0,0,1
48,1,1,28.38,1,0,0,0,0
147,2,2,15.84,0,1,0,0,0
40,1,0,32.4,1,0,0,0,0
65,2,1,53.4,1,0,0,0,0
90,2,2,31.41,0,0,1,0,0
100,2,2,30.37,0,0,1,0,1
37,1,0,51.35,1,0,0,0,1
112,2,0,15.52,0,1,0,0,0
65,2,1,47.0,1,0,0,0,0
115,2,2,31.87,0,1,0,0,0
150,2,2,19.46,0,1,0,0,0
36,1,0,94.31,0,0,0,1,2
45,1,0,43.16,1,0,0,0,0
33,1,0,46.7,1,0,0,0,0
60,1,0,24.28,0,1,0,0,0
40,1,0,35.5,1,0,0,0,0
88,3,0,26.14,1,0,0,0,0
138,2,2,17.38,0,1,0,0,1
80,1,1,69.42,1,0,0,0,1
65,2,0,23.37,1,0,0,0,0
90,2,0,33.24,0,1,0,0,0
67,2,1,85.31,1,0,0,0,0
85,2,0,26.53,1,0,0,0,0
100,2,0,41.18,1,0,0,0,1
38,1,0,30.29,0,0,0,1,1
80,2,0,41.88,1,0,0,0,0
100,2,0,26.06,0,1,0,0,0
61,2,1,27.74,1,0,0,0,0
60,2,0,40.85,1,0,0,0,1
70,2,1,36.53,1,0,0,0,0
75,2,1,32.31,1,0,0,0,0
48,2,1,43.44,1,0,0,0,0
70,1,0,21.0,1,0,0,0,0
42,1,0,25.55,0,1,0,0,0
68,2,2,74.46,1,0,0,0,1
30,1,0,49.67,1,0,0,0,0
44,1,0,50.68,1,0,0,0,1
90,2,1,24.17,0,1,0,0,0
63,2,0,31.14,1,0,0,0,0
87,2,0,19.31,1,0,0,0,0
65,2,1,38.68,1,0,0,0,0
85,2,1,59.49,1,0,0,0,1
65,2,1,72.02,1,0,0,0,2
42,1,1,101.98,0,0,0,1,2
40,1,1,37.35,1,0,0,0,0
83,3,1,41.98,1,0,0,0,0
68,2,1,32.0,1,0,0,0,0
65,2,1,67.15,1,0,0,0,1
108,3,0,36.24,1,0,0,0,0
64,1,0,68.77,1,0,0,0,1
86,2,2,63.9,1,0,0,0,1
112,2,2,46.77,1,0,0,0,1
56,2,2,46.62,1,0,0,0,0
110,2,2,35.73,0,1,0,0,0
37,1,0,53.68,1,0,0,0,1
150,2,1,17.37,0,1,0,0,0
69,2,1,79.46,1,0,0,0,1
34,2,0,39.71,0,0,0,1,0
35,1,0,82.11,1,0,0,0,1
55,1,0,44.56,1,0,0,0,0
52,1,0,53.77,1,0,0,0,1
70,2,1,67.33,1,0,0,0,1
150,3,2,20.91,0,1,0,0,0
115,3,2,23.64,0,1,0,0,0
120,3,1,29.14,0,1,0,0,1
65,2,1,63.46,1,0,0,0,1
70,3,1,35.26,1,0,0,0,0
37,1,0,75.54,1,0,0,0,1
48,1,0,35.27,0,0,0,1,0
50,2,0,28.58,1,0,0,0,0
48,2,0,41.12,1,0,0,0,0
120,2,1,19.32,0,1,0,0,0
120,2,1,27.38,0,1,0,0,0
50,2,1,40.16,1,0,0,0,0
44,2,0,36.5,1,0,0,0,0
120,3,2,43.54,0,1,0,0,0
43,1,1,37.77,0,1,0,0,0
105,3,2,25.83,0,0,1,0,0
75,1,1,70.77,1,0,0,0,1
61,2,1,53.3,1,0,0,0,0
40,1,0,38.52,1,0,0,0,1
50,2,0,40.3,1,0,0,0,0
95,2,0,30.94,1,0,0,0,0
58,2,1,25.93,1,0,0,0,0
40,1,1,37.95,1,0,0,0,0
31,1,1,74.32,1,0,0,0,1
69,2,1,42.57,1,0,0,0,0
52,2,1,38.35,1,0,0,0,0
30,1,1,78.03,1,0,0,0,1
42,1,0,91.31,1,0,0,0,1
35,1,1,75.91,1,0,0,0,1
39,1,1,91.26,0,0,0,1,1
47,2,0,44.74,1,0,0,0,1
50,1,0,28.96,0,1,0,0,0
57,2,1,45.42,1,0,0,0,0
40,1,0,30.35,0,1,0,0,0
51,2,1,52.53,1,0,0,0,1
50,1,1,28.82,1,0,0,0,0
65,2,2,52.58,1,0,0,0,1
30,1,1,76.63,1,0,0,0,1
38,1,0,36.71,1,0,0,0,0
80,2,1,54.65,0,1,0,0,1
43,1,0,54.3,1,0,0,0,1
32,1,1,160.91,0,0,0,1,2
40,1,1,53.68,1,0,0,0,1
44,1,0,48.52,1,0,0,0,1
32,1,0,74.19,0,0,0,1,1
37,2,1,44.76,1,0,0,0,0
40,1,0,38.95,1,0,0,0,0
67,1,0,37.3,0,1,0,0,1
45,2,0,31.71,0,1,0,0,0
58,2,1,48.17,0,0,1,0,0
70,3,1,45.57,1,0,0,0,0
59,2,1,87.78,1,0,0,0,2
42,1,1,87.83,1,0,0,0,1
140,3,2,29.9,0,1,0,0,0
88,2,1,36.59,1,0,0,0,1
62,2,1,29.26,1,0,0,0,1
69,2,1,88.93,1,0,0,0,1
86,3,1,47.77,1,0,0,0,0
70,3,1,56.43,1,0,0,0,1
101,3,1,46.17,1,0,0,0,1
30,1,1,153.23,1,0,0,0,1
42,2,1,44.98,1,0,0,0,0
70,3,1,52.09,1,0,0,0,1
75,3,2,32.76,0,1,0,0,0
56,2,1,108.2,1,0,0,0,1
75,2,1,79.68,1,0,0,0,1
127,3,2,49.81,1,0,0,0,0
38,2,0,99.61,1,0,0,0,1
114,4,2,36.13,0,1,0,0,0
70,2,0,89.36,0,1,0,0,1
150,2,1,18.98,0,1,0,0,0
90,3,0,19.64,0,1,0,0,0
41,1,1,116.1,0,0,0,1,2
81,2,1,47.81,1,0,0,0,0
40,1,0,79.62,1,0,0,0,1
61,2,1,88.97,1,0,0,0,2
64,3,1,44.19,1,0,0,0,1
40,1,0,78.2,1,0,0,0,1
67,2,1,43.69,1,0,0,0,0
100,2,1,27.59,1,0,0,0,0
64,2,0,115.11,1,0,0,0,2
39,1,0,69.0,1,0,0,0,1
66,2,2,46.08,1,0,0,0,0
120,3,0,47.89,0,1,0,0,0
55,2,1,77.84,1,0,0,0,1
65,2,1,62.0,1,0,0,0,0
64,1,1,83.17,1,0,0,0,1
70,2,1,35.33,0,0,1,0,0
49,1,1,156.84,1,0,0,0,1
130,3,1,58.36,1,0,0,0,1
68,2,2,57.28,1,0,0,0,1
65,1,1,28.34,0,0,1,0,0
110,2,2,65.11,1,0,0,0,1
50,1,1,96.34,1,0,0,0,1
60,2,1,73.08,1,0,0,0,1
68,2,2,54.97,1,0,0,0,1
61,2,1,47.93,1,0,0,0,1
80,3,2,65.18,1,0,0,0,1
54,2,1,46.57,1,0,0,0,1
140,1,2,52.88,1,0,0,0,1
42,1,1,71.14,1,0,0,0,1
65,2,1,58.06,1,0,0,0,1
56,2,1,39.23,1,0,0,0,0
45,1,1,100.16,1,0,0,0,1
75,3,2,65.28,1,0,0,0,1
39,1,1,61.56,1,0,0,0,1
68,2,1,86.18,1,0,0,0,1
40,1,0,45.42,1,0,0,0,1
74,2,1,36.88,1,0,0,0,0
61,2,2,81.23,1,0,0,0,1
66,2,1,62.83,1,0,0,0,1
70,2,2,62.97,1,0,0,0,1
130,3,1,29.45,1,0,0,0,1
57,2,1,92.84,1,0,0,0,1
65,1,1,87.83,1,0,0,0,1
56,1,0,29.29,1,0,0,0,1
63,1,1,35.14,1,0,0,0,1
50,1,1,56.04,1,0,0,0,1
56,2,1,86.45,1,0,0,0,1
45,1,0,44.04,0,0,0,1,1
63,2,1,59.92,1,0,0,0,1
35,1,1,123.23,1,0,0,0,1
43,2,1,36.21,1,0,0,0,0
70,3,1,40.63,1,0,0,0,0
75,3,2,55.68,1,0,0,0,1
105,2,1,45.36,1,0,0,0,1
85,3,2,51.61,1,0,0,0,0
59,2,1,59.88,1,0,0,0,1
39,1,1,74.26,0,0,0,1,1
74,2,1,33.14,1,0,0,0,0
119,2,0,30.63,1,0,0,0,0
53,1,0,38.28,1,0,0,0,0
98,2,0,33.16,1,0,0,0,0
53,1,0,31.83,1,0,0,0,0
55,2,0,41.07,1,0,0,0,0
52,1,0,32.02,1,0,0,0,0
31,1,0,43.42,1,0,0,0,0
85,2,0,28.64,1,0,0,0,0
100,2,0,33.74,1,0,0,0,0
38,0,0,39.05,0,0,0,1,0
48,1,0,34.29,1,0,0,0,0
30,1,0,45.7,0,0,0,1,0
45,1,0,36.29,1,0,0,0,1
47,1,0,37.4,1,0,0,0,0
92,2,0,28.22,1,0,0,0,0
40,1,0,38.02,0,0,0,1,0
48,1,0,35.75,1,0,0,0,0
33,1,1,60.67,0,0,0,1,1
34,1,0,37.44,0,0,0,1,0
36,1,0,35.75,1,0,0,0,0
40,1,0,55.55,0,0,0,1,1
33,1,0,40.85,0,0,0,1,0
73,1,0,46.14,1,0,0,0,0
42,1,0,46.07,1,0,0,0,0
48,1,0,56.96,1,0,0,0,0
31,1,0,47.58,0,0,0,1,0
40,1,0,37.17,0,0,0,1,0
62,1,0,29.39,1,0,0,0,0
118,2,0,31.58,1,0,0,0,0
47,1,0,34.34,1,0,0,0,1
59,1,0,29.03,1,0,0,0,1
41,1,0,51.66,0,0,0,1,1
40,1,1,44.15,1,0,0,0,1
33,1,0,55.64,1,0,0,0,0
34,1,0,32.24,0,0,0,1,0
38,1,0,30.87,1,0,0,0,0
39,1,0,41.41,1,0,0,0,0
40,0,1,88.9,0,0,0,1,1
40,1,1,75.42,1,0,0,0,1
40,1,1,91.58,0,0,0,1,1
40,2,0,47.65,1,0,0,0,0
33,1,0,46.33,0,0,0,1,0
80,2,0,39.3,1,0,0,0,1
53,2,1,58.0,0,0,0,1,1
40,1,0,32.55,0,0,0,1,0
50,1,0,58.38,1,0,0,0,1
58,2,1,93.72,1,0,0,0,1
73,3,0,45.19,1,0,0,0,1
35,1,0,42.86,0,0,0,1,1
50,1,0,70.62,0,0,0,1,1
42,1,1,125.81,0,0,0,1,1
85,2,2,43.09,0,1,0,0,0
49,1,0,36.94,1,0,0,0,1
38,1,0,53.18,1,0,0,0,1
49,1,0,34.31,1,0,0,0,0
40,1,0,42.7,0,0,0,1,1
37,1,0,96.41,1,0,0,0,1
68,1,1,35.93,1,0,0,0,1
47,1,0,59.4,1,0,0,0,1
116,2,1,59.76,1,0,0,0,1
141,2,1,32.18,1,0,0,0,1
50,1,0,56.1,1,0,0,0,1
60,1,0,41.5,1,0,0,0,1
40,1,0,53.35,1,0,0,0,1
57,1,0,47.53,1,0,0,0,1
37,1,0,43.16,1,0,0,0,1
35,1,0,45.94,1,0,0,0,1
50,2,0,69.32,1,0,0,0,0
116,2,1,35.56,1,0,0,0,0
60,1,1,45.82,1,0,0,0,1
50,2,0,40.36,1,0,0,0,1
54,1,0,42.15,0,0,0,1,0
45,1,0,83.84,0,0,0,1,1
50,1,0,38.76,1,0,0,0,0
48,1,1,65.15,1,0,0,0,1
120,2,0,18.93,1,0,0,0,0
99,2,1,29.78,1,0,0,0,0
80,3,1,55.71,1,0,0,0,1
76,2,1,56.66,1,0,0,0,1
34,1,0,43.71,0,0,0,1,1
117,2,0,19.61,1,0,0,0,0
72,1,0,28.4,1,0,0,0,0
46,1,1,47.89,1,0,0,0,1
55,1,1,43.31,1,0,0,0,0
30,1,0,54.4,0,0,0,1,1
62,1,0,58.11,1,0,0,0,2
50,1,0,45.76,1,0,0,0,0
115,3,0,34.09,1,0,0,0,1
37,1,0,45.84,0,0,0,1,1
45,1,0,44.07,1,0,0,0,0
73,2,1,43.04,1,0,0,0,2
48,1,0,38.79,0,0,0,1,1
46,1,0,53.2,0,0,0,1,1
40,1,0,52.0,1,0,0,0,1
110,2,0,23.03,1,0,0,0,0
48,1,0,58.6,0,0,0,1,1
70,2,1,47.14,1,0,0,0,1
40,1,0,43.98,0,0,0,1,1
50,1,0,35.32,0,0,0,1,0
30,1,0,49.4,0,0,0,1,1
46,1,0,41.93,0,0,0,1,0
65,2,0,27.34,1,0,0,0,0
52,1,0,33.38,1,0,0,0,1
40,0,0,34.48,0,0,0,1,0
38,1,0,57.21,1,0,0,0,0
40,1,0,57.72,1,0,0,0,1
36,2,0,177.33,1,0,0,0,1
76,1,0,32.61,1,0,0,0,0
76,1,0,29.87,1,0,0,0,0
47,1,1,90.6,1,0,0,0,1
55,1,0,27.73,0,0,0,1,1
52,1,0,31.5,1,0,0,0,1
52,1,0,29.44,1,0,0,0,1
47,1,0,37.34,0,0,0,1,0
59,1,0,33.88,1,0,0,0,0
30,1,0,41.23,0,0,0,1,0
37,1,0,38.78,1,0,0,0,0
58,1,0,39.72,1,0,0,0,0
40,1,0,33.45,0,0,0,1,0
40,1,0,76.65,0,0,0,1,1
52,1,0,49.23,1,0,0,0,1
74,2,0,30.24,1,0,0,0,1
33,1,0,54.36,0,0,0,1,0
60,2,1,43.52,1,0,0,0,0
36,1,0,59.56,0,0,0,1,1
40,1,0,77.9,1,0,0,0,1
75,1,0,28.47,1,0,0,0,0
31,1,0,54.48,1,0,0,0,1
30,1,0,56.2,0,0,0,1,1
33,1,0,51.12,1,0,0,0,1
37,1,0,32.0,0,0,0,1,0
88,2,1,44.19,1,0,0,0,2
73,2,2,55.01,1,0,0,0,1
49,1,1,99.73,1,0,0,0,1
63,2,0,41.63,1,0,0,0,1
40,1,0,43.3,1,0,0,0,1
140,3,1,54.2,1,0,0,0,1
63,1,0,49.94,1,0,0,0,1
50,1,0,30.98,1,0,0,0,1
32,1,0,53.03,1,0,0,0,1
100,1,0,23.24,1,0,0,0,1
40,1,0,39.28,1,0,0,0,1
116,3,0,35.8,1,0,0,0,1
56,1,0,27.82,0,0,0,1,0
84,1,0,26.54,1,0,0,0,0
130,3,0,35.72,1,0,0,0,0
67,1,0,39.37,1,0,0,0,1
48,1,1,49.29,1,0,0,0,1
50,2,0,34.84,1,0,0,0,1
48,1,1,44.81,1,0,0,0,1
45,1,0,49.04,1,0,0,0,1
40,1,1,66.12,1,0,0,0,1
55,1,1,64.13,1,0,0,0,1
50,1,1,67.02,1,0,0,0,1
75,1,0,40.44,1,0,0,0,1
48,1,0,49.21,1,0,0,0,0
146,3,0,25.4,1,0,0,0,0
45,1,0,91.47,1,0,0,0,1
45,1,1,71.71,1,0,0,0,2
62,1,0,32.79,1,0,0,0,0
42,1,2,168.62,1,0,0,0,1
34,1,0,41.59,0,0,0,1,1
75,1,0,60.16,1,0,0,0,1
46,1,0,48.17,1,0,0,0,1
53,1,0,39.85,1,0,0,0,1
43,1,0,40.84,1,0,0,0,1
41,1,0,61.9,1,0,0,0,1
53,1,0,30.13,1,0,0,0,1
38,1,1,112.89,1,0,0,0,1
41,1,1,57.17,1,0,0,0,1
38,1,1,70.13,1,0,0,0,1
70,1,1,38.8,1,0,0,0,1
50,1,0,44.6,1,0,0,0,0
40,1,0,47.85,1,0,0,0,0
42,2,0,47.17,1,0,0,0,0
34,1,0,38.74,0,0,0,1,0
40,1,0,39.25,0,0,0,1,0
30,1,0,65.93,0,0,0,1,1
41,1,0,48.29,0,0,0,1,1
51,2,1,52.1,1,0,0,0,1
34,1,0,43.24,0,0,0,1,0
32,1,0,41.78,1,0,0,0,0
45,1,0,50.16,1,0,0,0,1
118,2,0,42.66,1,0,0,0,1
59,2,1,40.63,1,0,0,0,0
51,1,1,77.04,1,0,0,0,1
60,1,1,120.53,0,0,0,1,1
67,2,1,83.25,1,0,0,0,1
63,2,0,53.59,1,0,0,0,1
45,1,0,114.53,1,0,0,0,1
51,2,1,56.82,1,0,0,0,1
70,2,0,26.99,1,0,0,0,0
45,1,1,94.27,1,0,0,0,2
36,1,1,151.72,0,0,0,1,2
40,1,1,83.32,1,0,0,0,2
150,3,2,26.08,0,1,0,0,0
140,3,1,29.42,0,1,0,0,0
150,3,2,21.79,0,1,0,0,0
140,2,2,36.11,0,1,0,0,0
61,2,1,37.64,1,0,0,0,0
57,3,1,40.28,1,0,0,0,0
136,3,2,29.55,0,1,0,0,0
60,2,2,47.55,1,0,0,0,1
128,3,2,23.12,0,1,0,0,0
140,2,1,30.28,0,1,0,0,0
40,1,0,29.38,1,0,0,0,0
120,4,0,46.02,0,1,0,0,0
55,3,2,64.55,1,0,0,0,1
34,2,1,91.26,1,0,0,0,1
77,3,1,50.32,1,0,0,0,1
139,2,2,22.8,0,1,0,0,0
63,2,1,71.46,1,0,0,0,1
30,1,0,43.37,0,1,0,0,0
44,1,0,29.36,0,1,0,0,0
45,2,0,34.73,0,1,0,0,0
109,3,2,65.72,1,0,0,0,1
84,3,2,58.7,1,0,0,0,1
50,1,1,49.86,1,0,0,0,1
56,2,2,55.12,1,0,0,0,0
57,2,2,54.18,1,0,0,0,0
87,2,2,86.11,1,0,0,0,1
75,2,0,46.73,1,0,0,0,0
77,3,2,59.36,1,0,0,0,0
150,3,2,25.85,0,1,0,0,0
106,3,1,31.1,0,1,0,0,0
83,2,2,87.3,1,0,0,0,1
140,3,2,45.02,0,1,0,0,0
35,1,1,72.11,1,0,0,0,1
47,1,1,58.81,1,0,0,0,0
100,2,0,23.04,0,1,0,0,0
100,2,2,36.11,0,1,0,0,1
67,2,1,40.94,1,0,0,0,0
147,3,2,40.04,0,1,0,0,0
71,3,1,41.25,1,0,0,0,0
71,2,1,43.97,1,0,0,0,0
71,2,1,42.38,1,0,0,0,1
58,2,1,54.67,1,0,0,0,1
140,4,1,25.31,0,1,0,0,1
35,1,1,92.31,0,0,0,1,2
137,2,1,23.04,0,1,0,0,0
45,1,1,121.49,1,0,0,0,2
45,1,1,101.29,1,0,0,0,2
140,4,2,45.78,0,1,0,0,0
100,3,2,52.23,1,0,0,0,1
110,3,2,66.53,1,0,0,0,1
65,1,1,66.6,1,0,0,0,2
38,1,1,123.0,1,0,0,0,2
84,3,2,56.65,1,0,0,0,1
65,2,1,103.97,1,0,0,0,2
60,2,1,52.17,1,0,0,0,1
65,2,1,64.43,1,0,0,0,1
70,2,1,73.96,1,0,0,0,1
49,1,1,63.98,1,0,0,0,1
75,2,1,33.79,1,0,0,0,1
60,2,1,63.47,1,0,0,0,1
65,2,1,45.52,1,0,0,0,0
53,1,1,89.53,1,0,0,0,1
90,3,1,44.58,1,0,0,0,0
75,2,1,41.24,1,0,0,0,0
146,4,2,49.1,1,0,0,0,0
144,3,2,39.83,0,1,0,0,0
60,2,1,88.35,1,0,0,0,1
100,3,2,44.61,1,0,0,0,0
70,2,2,38.76,1,0,0,0,0
50,1,0,44.36,1,0,0,0,0
115,3,2,50.23,1,0,0,0,1
42,1,1,117.76,1,0,0,0,1
64,3,1,54.62,1,0,0,0,1
80,2,1,36.95,1,0,0,0,1
138,2,1,41.1,1,0,0,0,0
37,1,1,67.68,1,0,0,0,1
62,2,1,45.15,1,0,0,0,1
45,1,1,57.78,1,0,0,0,0
74,2,2,36.78,1,0,0,0,0
48,2,1,70.85,1,0,0,0,1
85,2,1,49.32,1,0,0,0,0
50,1,2,55.02,1,0,0,0,1
35,1,0,97.14,1,0,0,0,2
33,1,0,112.55,1,0,0,0,2
122,1,2,47.48,1,0,0,0,0
100,2,2,49.0,1,0,0,0,0
90,2,2,55.56,1,0,0,0,0
142,3,2,48.2,0,1,0,0,1
40,1,1,64.4,1,0,0,0,1
140,3,0,29.23,0,1,0,0,0
90,2,1,48.07,1,0,0,0,1
118,3,1,27.84,1,0,0,0,0
89,3,2,44.87,1,0,0,0,1
82,2,0,37.84,1,0,0,0,0
120,3,2,59.18,1,0,0,0,1
57,2,1,43.96,1,0,0,0,1
150,3,2,24.23,0,1,0,0,0
86,3,1,45.33,1,0,0,0,0
87,2,2,90.13,1,0,0,0,1
141,3,2,55.88,1,0,0,0,1
30,1,1,114.0,1,0,0,0,2
49,1,1,129.76,1,0,0,0,2
35,1,0,75.69,1,0,0,0,1
51,2,1,41.29,1,0,0,0,0
85,3,2,49.42,1,0,0,0,1
72,2,0,28.08,1,0,0,0,0
65,2,1,44.08,1,0,0,0,0
116,3,2,58.03,1,0,0,0,1
92,3,2,41.99,1,0,0,0,0
90,2,1,44.58,1,0,0,0,1
76,2,1,67.14,1,0,0,0,1
73,1,1,63.33,1,0,0,0,1
80,2,1,28.45,1,0,0,0,0
60,2,1,38.7,1,0,0,0,0
56,2,1,55.98,1,0,0,0,1
98,2,2,45.21,1,0,0,0,0
43,2,2,77.7,1,0,0,0,1
56,2,1,58.8,1,0,0,0,1
70,2,1,110.39,1,0,0,0,1
70,2,2,92.54,1,0,0,0,1
112,3,2,44.79,1,0,0,0,0
150,2,1,28.18,0,1,0,0,0
120,2,2,26.97,0,1,0,0,0
87,3,1,31.99,1,0,0,0,1
67,3,1,39.27,1,0,0,0,1
60,2,1,57.95,1,0,0,0,1
150,3,2,36.33,0,1,0,0,0
144,2,2,43.84,1,0,0,0,0
66,1,1,79.11,1,0,0,0,2
38,1,1,102.39,0,0,0,1,2
62,2,1,41.77,1,0,0,0,0
124,2,1,38.06,1,0,0,0,1
100,2,1,35.15,0,1,0,0,0
83,3,1,57.51,1,0,0,0,2
97,3,2,68.55,1,0,0,0,1
140,4,1,31.75,0,1,0,0,1
100,2,2,63.25,1,0,0,0,1
67,2,2,79.34,1,0,0,0,1
72,2,2,70.12,1,0,0,0,1
58,2,1,50.88,1,0,0,0,1
67,3,1,50.52,1,0,0,0,0
99,3,2,38.33,1,0,0,0,0
101,3,2,39.91,1,0,0,0,0
64,3,2,55.7,1,0,0,0,0
40,1,0,28.5,0,0,0,1,0
120,3,1,30.05,1,0,0,0,0
89,2,2,50.22,1,0,0,0,1
85,3,2,83.79,1,0,0,0,1
61,2,1,101.15,1,0,0,0,1
92,1,0,15.24,0,0,0,1,0
45,1,0,26.53,0,0,0,1,0
45,1,0,26.53,1,0,0,0,0
62,2,1,66.05,1,0,0,0,1
112,3,2,43.69,1,0,0,0,0
